target,N,capacity,avg_eff,max_p,max_w,mean,min_p,min_w,std
Jooken,800,10000000000,974.648625020947,6000000100,6000000100,4800000050.778125,1,1,2400000000.775
Jooken,1000,10000000000,1121.355285663143,6000000100,6000000100,5400000050.9695,1,1,1799999999.6248336
Jooken,1000,1000000,1374.2612170277828,500100,500100,400050.763,2,1,200000.213606153
Jooken,400,100000000,491.61051578748277,50100176,50100193,8811758.34125,3,3,14689270.089048468
Jooken,400,10000000000,575.4629382776963,6000000198,6000000197,1379926859.52125,1,4,1440713588.6071002
Jooken,1200,10000000000,1499.1673099173963,5010000300,5010000300,616167556.90375,3,2,1288549466.8076668
Jooken,1200,100000000,1711.2637254929034,50100300,50100299,7804765.22875,1,1,14105826.002693301
Jooken,400,1000000,492.4894938789045,500207,500203,87436.6575,8,4,146764.68230116772
Jooken,400,1000000,572.797745267828,500099,500100,87378.8875,1,1,146766.11720785502
Jooken,400,1000000,475.6876530517596,500297,500286,77500.3125,3,7,140893.4184980879
Jooken,1200,10000000000,1613.170462920256,5000000200,5000000198,998046975.48,1,1,1528797910.8463678
Jooken,1000,100000000,1909.0487888101088,50000298,50000300,13562652.6985,1,1,16800881.81079109
Jooken,1000,100000000,1114.2226843265166,50000298,50000296,9980620.469,3,7,15287979.249030555
Jooken,800,10000000000,979.8699836766777,5000100100,5000100099,1743840049.92125,1,1,1718578319.2744327
Jooken,1000,100000000,1336.3122339412714,60000296,60000276,14029406.688,1,1,14415213.256585043
Jooken,1000,1000000,1525.6391228146485,500293,500297,76998.238,1,3,140571.8605463745
Jooken,400,10000000000,596.5158710753074,5100000098,5100000100,952041067.48625,2,1,1480812834.0018182
Jooken,600,1000000,737.0792166398838,500198,500200,174476.595,3,3,171855.94981520902
Jooken,600,10000000000,1019.003418353951,5000100300,5000100296,1356320153.9541667,3,1,1680112106.1100903
Jooken,400,1000000,520.2778979649107,500383,500392,77562.10875,4,3,140905.93310188156
Jooken,400,100000000,696.4111075848058,50001099,50001099,35000748.83375,1,1,22913336.779011317
Jooken,1000,10000000000,1554.2563734647442,5001000100,5001000100,3500700050.5575,1,1,2291746104.016882
Jooken,400,10000000000,445.8146993097861,5100000197,5100000176,677926857.5925,1,13,1291588413.5338829
Jooken,400,100000000,484.07547821527317,60000281,60000296,15524326.54875,9,8,14378223.056171749
Jooken,600,100000000,743.1020999229368,50100099,50100097,8895630.4425,2,1,14733741.628551517
Jooken,600,100000000,708.111090998031,51000098,51000099,10880519.760833334,1,2,15356054.541730335
Jooken,600,10000000000,904.6570706365467,5000000198,5000000199,1356250100.7025,1,1,1680087890.472144
Jooken,1000,100000000,1343.9087683236103,50100098,50100100,15580049.952,1,1,17122619.555504043
Jooken,1200,1000000,1812.4202706164904,500200,500200,350121.2183333333,1,1,229175.0725583042
Jooken,400,10000000000,638.2081869345122,5000100097,5000100097,600004808.09625,2,1,1280669456.7301676
Jooken,800,100000000,908.0695607984321,50001099,50001099,45000949.4,1,1,15000300.68336159
Jooken,800,100000000,845.472550890826,51000100,51000098,18337550.46,1,5,17289452.905958846
Jooken,1000,10000000000,1376.1752320651826,5000100300,5000100300,4000080150.0885,4,2,2000040000.7130017
Jooken,400,10000000000,902.3590500806266,5000000296,5000000293,1356250151.36625,2,1,1680087892.2352428
Jooken,1200,10000000000,1776.0885485960396,5001000199,5001000200,774183928.6716666,1,2,1409081456.7215042
Jooken,1200,10000000000,1591.9414808830097,5000100100,5000100099,608338207.8695834,1,1,1287565180.1218238
Jooken,1200,100000000,1372.6866071776124,50010300,50010300,45009151.655833334,2,7,15003000.28414699
Jooken,600,100000000,659.1914729871237,50010197,50010197,17446600.3,3,3,17186698.032024633
Jooken,800,1000000,926.4883403257055,600100,600098,158167.259375,2,1,143532.19332282076
Jooken,1000,100000000,1733.8157777484776,50010300,50010297,7692043.627,1,1,14058956.000951057
Jooken,800,100000000,1131.6008886765696,50001194,50001191,6125150.77,1,1,12909790.754924536
Jooken,600,1000000,679.2806410199522,510085,510099,77259.24916666666,3,3,135173.57810620294
Jooken,800,10000000000,1035.6051727345423,5001000098,5001000098,886565403.185625,1,1,1474481691.164157
Jooken,1200,10000000000,1446.4006923051736,5010000100,5010000100,700573952.37875,1,1,1352284470.268196
Jooken,600,1000000,686.8861659207607,500209,500209,88265.945,1,5,147215.2603312192
Jooken,600,10000000000,793.3315242004269,5000000097,5000000100,599926806.975,1,1,1280659148.2238448
Jooken,1200,1000000,1384.4499535110058,500109,500109,400056.5570833333,1,1,200003.0973231021
Jooken,600,1000000,1302.1795169290606,510297,510297,142775.45583333334,2,1,170473.18302314117
Jooken,800,100000000,878.5077376383753,51000198,51000191,7768012.723125,5,2,13545047.615360925
Jooken,1200,10000000000,1755.1237165537004,5000000200,5000000200,1550000101.2916667,1,1,1710445849.4291568
Jooken,600,10000000000,933.8169120412987,6000000100,6000000099,2350000050.1675,2,1,1925000000.188025
Jooken,400,1000000,527.9067002913896,500295,500300,135777.81375,5,2,168016.71307258116
Jooken,1000,1000000,1239.7151575884116,500309,500309,69148.3795,8,3,135059.69709002564
Jooken,400,100000000,648.5511082049077,51000287,51000300,10880614.915,11,2,15356061.492992036
Jooken,1000,10000000000,1466.2520666701246,5000000298,5000000297,1550000147.946,4,1,1710445849.9048667
Jooken,600,100000000,615.6554579936619,60000100,60000100,54000050.11666667,2,6,17999997.916689016
Jooken,800,10000000000,909.3316356330085,5000100299,5000100300,998137023.269375,15,9,1528804440.8595068
Jooken,600,1000000,659.734322583786,500200,500200,174514.8825,2,3,171866.9819178106
Jooken,1200,1000000,1376.3520779308226,501097,501097,100754.56041666666,2,3,152945.91724048683
Jooken,800,10000000000,1169.240972837679,5000100200,5000100198,885846579.543125,1,1,1474372825.7046642
Jooken,1200,10000000000,1449.6845099908305,5100000100,5100000099,961108123.9616667,1,1,1484916191.3264115
Jooken,1000,1000000,1273.5585933494904,500395,500398,69232.381,3,3,135060.67953522163
Jooken,600,10000000000,1181.38463802525,5000000300,5000000297,533268378.4266667,1,1,1222048592.4308827
Jooken,1200,10000000000,1672.9120537095814,5100000200,5100000200,4080000103.6216664,1,1,2039999999.7941675
Jooken,600,10000000000,786.2762609800047,5000100300,5000100300,4000080145.69,2,2,2000039997.9679189
Jooken,1200,100000000,1642.3114134129746,50010297,50010298,8824178.610833334,1,1,14722639.758536959
Jooken,1000,100000000,1478.4802528562493,60000200,60000200,48000099.515,1,2,23999999.833824217
Jooken,600,1000000,821.8411447874207,500102,500109,76572.8925,1,1,140361.41127891696
Jooken,800,1000000,1058.8480346988697,501100,501099,155850.981875,1,2,171225.4782846957
Jooken,600,100000000,784.4576465214924,50010300,50010300,40008150.336666666,2,3,20004000.5206047
Jooken,400,1000000,491.91260345352356,510100,510098,84374.95375,2,2,142616.832376824
Jooken,400,10000000000,441.3741492590418,5000000197,5000000184,998046977.2675,2,8,1528797908.129459
Jooken,1200,100000000,1401.7956792363768,50100100,50100100,45090051.33583333,2,1,15030000.643917127
Jooken,1200,100000000,1675.484442332672,50000300,50000300,35000149.34916667,1,1,22912877.412406515
Jooken,600,10000000000,774.1574225454253,6000000300,6000000300,4800000155.765,5,7,2400000002.774168
Jooken,1000,100000000,1558.4629612586937,50001199,50001199,40000899.4005,1,1,20000400.02283471
Jooken,400,1000000,600.356763138112,501290,501298,88260.83,5,2,146891.65179967205
Jooken,1000,100000000,1208.6576930760705,50001297,50001297,17438547.995,6,2,17185783.082459792
Jooken,1000,10000000000,1418.809576756351,5001000299,5001000297,690812919.573,2,1,1350614089.1639743
Jooken,400,1000000,576.5269322922334,600300,600300,540150.75875,6,2,180002.1275490044
Jooken,1200,1000000,1584.6260672713254,600197,600200,235101.065,1,1,192499.4935363942
Jooken,400,1000000,470.7287473501903,600195,600194,155343.215,3,3,143781.95320921284
Jooken,400,1000000,594.2730009554391,600197,600200,420100.9825,3,2,274954.32902138436
Jooken,800,100000000,1057.919856320293,50001099,50001099,40000848.569375,1,1,20000399.012832265
Jooken,600,1000000,1179.9463420916143,510200,510200,357099.5925,1,1,233711.48080507966
Jooken,1000,1000000,1730.3133442451817,500200,500200,400099.508,2,1,200000.53759119232
Jooken,800,1000000,1329.708074661209,500299,500299,88756.988125,1,1,147449.45528203208
Jooken,1000,10000000000,1166.910574237908,5001000100,5001000100,4500900050.499,1,1,1500299999.889667
Jooken,1200,100000000,1557.1455204638528,50100200,50100200,8895681.875833333,3,2,14733739.50496244
Jooken,1000,1000000,1528.8736686579189,500209,500209,400108.6225,1,1,200003.26721568324
Jooken,1200,1000000,1672.8492092555284,501100,501100,136375.43916666668,1,1,168251.59159454866
Jooken,800,1000000,898.9668431051928,600097,600100,189854.275625,1,2,162074.70017016353
Jooken,1200,100000000,1883.7035939998377,50000100,50000100,35000049.45791667,1,1,22912878.907323074
Jooken,800,100000000,947.060146121303,50001199,50001196,17438499.77875,7,3,17185780.659383833
Jooken,1200,10000000000,1582.7490803050737,5001000199,5001000200,882403173.6666666,2,1,1472264256.5277352
Jooken,400,100000000,659.8083834966502,50100195,50100199,17527602.41,2,1,17195850.9454401
Jooken,600,10000000000,867.5799038430148,5001000099,5001000098,765859322.2991667,1,1,1403757961.6945524
Jooken,1200,100000000,1711.740202762545,50100297,50100297,6161825.709583334,2,1,12885495.350417333
Jooken,1000,100000000,1469.2362457317824,50001198,50001199,7685753.2745,1,1,14057444.959419494
Jooken,1200,10000000000,1370.1867010890621,5000100300,5000100300,1743840149.7716668,4,6,1718578320.094443
Jooken,400,100000000,577.2078474757853,50010090,50010097,6007117.395,1,1,12807622.515571432
Jooken,800,10000000000,976.7370444801858,5010000199,5010000197,696353676.02,5,2,1349294640.5142674
Jooken,800,1000000,1100.0686923663065,500109,500109,350057.5875,2,1,229134.25559668307
Jooken,600,10000000000,645.3193973722784,5001000297,5001000285,600706907.8166667,1,11,1280762269.6329195
Jooken,1200,100000000,2038.1058403744985,50010300,50010300,13569651.9475,1,2,16803301.498815946
Jooken,1200,10000000000,1368.2708064534897,5000000098,5000000100,1743750051.3158333,2,1,1718568171.8238835
Jooken,800,100000000,1090.7084537033193,60000097,60000100,20562549.695625,1,1,19612356.7951339
Jooken,600,1000000,857.5224388047861,510100,510100,357050.92916666664,3,1,233711.1467567051
Jooken,1200,10000000000,1439.0842038889512,5000000100,5000000100,998046924.8258333,1,1,1528797910.189847
Jooken,800,100000000,1006.3200277588096,50010100,50010099,17446550.56125,3,1,17186696.95204417
Jooken,400,100000000,722.0118333187824,50100280,50100275,5317759.10375,3,1,12156467.193014445
Jooken,400,10000000000,430.2496336211221,5010000300,5010000291,1007047022.6425,1,10,1529453544.8357444
Jooken,600,100000000,812.0177842171669,50010298,50010291,13569653.681666667,1,1,16803298.304751463
Jooken,600,100000000,738.6681609258508,50001098,50001088,6833437.070833334,2,1,13457199.602808869
Jooken,800,100000000,1392.7274051805186,51000200,51000200,40800103.2475,1,1,20400001.180082243
Jooken,1200,10000000000,1504.8179860686128,5010000198,5010000200,616167506.4608333,1,3,1288549470.5175788
Jooken,400,100000000,996.3047456750834,50001299,50001291,13563342.8575,2,1,16801120.926679444
Jooken,1000,100000000,1325.474687420759,51000200,51000200,40800100.16,3,1,20399998.592582643
Jooken,400,10000000000,701.945916718815,5000100299,5000100298,4500090150.47875,2,1,1500030002.084586
Jooken,400,10000000000,717.4851787647684,5000100295,5000100296,1356320151.4575,1,2,1680112107.0226042
Jooken,800,1000000,864.1745658413491,501100,501099,69683.933125,2,2,134929.9163901344
Jooken,1000,100000000,1932.890384529976,50100292,50100300,5368402.9195,3,1,12203085.292289352
Jooken,800,1000000,1299.3993355381313,500400,500396,135846.579375,4,2,168034.62339995947
Jooken,600,1000000,878.465404674345,500299,500295,155150.12416666668,4,1,171042.36081589677
Jooken,1000,10000000000,1600.1522472339461,5000000200,5000000200,3500000099.7995,1,1,2291287848.6516056
Jooken,1200,100000000,1462.1587262407002,51000100,51000100,18337549.41,1,1,17289452.18782913
Jooken,600,10000000000,800.250872924698,5001000098,5001000100,600706809.5175,1,1,1280762270.9920316
Jooken,1000,10000000000,1251.4809388031097,5001000199,5001000194,610718636.891,2,4,1289021649.2859097
Jooken,600,100000000,886.7065908832225,50000274,50000293,5999419.295,2,1,12806590.332335116
Jooken,400,1000000,491.0268578441979,600299,600283,264522.81125,2,9,184178.2243894365
Jooken,1000,10000000000,1748.1251408022924,5010000199,5010000200,3507000101.2895,1,1,2295870424.8746486
Jooken,800,100000000,1338.187094817503,50001297,50001290,8858615.843125,5,1,14743726.87485991
Jooken,1000,1000000,1468.0719501516737,501281,501299,53832.828,1,1,122029.84741682839
Jooken,1000,1000000,1765.8020985134328,500300,500300,350150.812,5,1,229128.66788508734
Jooken,1200,10000000000,1562.3699250668267,5000000200,5000000200,4500000101.58,1,1,1500000000.1905568
Jooken,400,1000000,555.0403863388865,600099,600099,138043.3675,1,1,144071.51497518495
Jooken,800,10000000000,884.4495222280032,5001000100,5001000099,688309877.37,2,3,1348803892.6180327
Jooken,600,1000000,991.3841319886469,501098,501100,77257.095,1,1,140527.67434351728
Jooken,400,100000000,987.8736647961131,60000299,60000300,42000152.91875,1,1,27495450.12601927
Jooken,1000,100000000,1078.7724418745643,50010300,50010300,45009151.0795,14,9,15002999.471749056
Jooken,400,10000000000,452.0430652466669,6000000099,6000000099,2350000049.86625,2,3,1924999999.2614532
Jooken,600,100000000,735.262370328134,60000100,60000100,48000051.159166664,1,1,23999998.56710017
Jooken,600,10000000000,812.0936256608868,5100000200,5100000191,772083350.8283334,1,1,1351739069.4853299
Jooken,1200,10000000000,1651.8090441478862,5010000198,5010000200,1558000101.6720834,1,2,1712261952.8480978
Jooken,800,1000000,1176.47356261155,600100,600100,235051.69,1,1,192501.01019586925
Jooken,1000,100000000,1760.023057900176,50000200,50000199,8782910.9165,1,1,14703553.649052104
Jooken,800,10000000000,1095.9002105148215,5100000299,5100000299,1833750148.626875,12,1,1728945214.5490522
Jooken,1200,100000000,1249.1496347084803,60000197,60000195,15907589.67375,6,5,14343654.462294016
Jooken,800,100000000,946.8685943448246,60000267,60000291,14086904.501875,2,6,14416657.18837355
Jooken,1200,100000000,1867.5837927802966,60000098,60000100,12266065.633333333,1,1,14258667.476799866
Jooken,400,100000000,705.9064855195032,51000098,51000096,14262549.43125,2,1,17047493.299971104
Jooken,400,10000000000,513.4344779896821,5100000100,5100000100,1426250050.64,1,2,1704749340.5923421
Jooken,400,10000000000,670.2985355207451,6000000297,6000000300,2056250150.6425,2,3,1961235659.3456125
Jooken,600,1000000,735.0673444391441,500100,500100,155051.6725,1,2,171044.91569479223
Jooken,1200,10000000000,1768.7166053215262,5000000299,5000000299,773486478.62125,1,1,1408915318.3544507
Jooken,1000,10000000000,1328.352321088622,5001000200,5001000199,879073350.5825,2,1,1470479417.6697574
Jooken,800,1000000,1283.6667772055848,500300,500300,400150.400625,2,1,200002.25551897878
