target,capacity,BF,WF,NF,FF,target_performance,huge,large,max,mean,median,medium,min,small,std,tiny,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,i_19,i_20,i_21,i_22,i_23,i_24,i_25,i_26,i_27,i_28,i_29,i_30,i_31,i_32,i_33,i_34,i_35,i_36,i_37,i_38,i_39,i_40,i_41,i_42,i_43,i_44,i_45,i_46,i_47,i_48,i_49,i_50,i_51,i_52,i_53,i_54,i_55,i_56,i_57,i_58,i_59,i_60,i_61,i_62,i_63,i_64,i_65,i_66,i_67,i_68,i_69,i_70,i_71,i_72,i_73,i_74,i_75,i_76,i_77,i_78,i_79,i_80,i_81,i_82,i_83,i_84,i_85,i_86,i_87,i_88,i_89,i_90,i_91,i_92,i_93,i_94,i_95,i_96,i_97,i_98,i_99,i_100,i_101,i_102,i_103,i_104,i_105,i_106,i_107,i_108,i_109,i_110,i_111,i_112,i_113,i_114,i_115,i_116,i_117,i_118,i_119,ns_threshold
BF,150,0.8343217968940735,0.6491475105285645,0.5884215831756592,0.7823112607002258,0.8343217968940735,0.38333335518836975,0.6166666746139526,0.6600000262260437,0.43711110949516296,0.1133333370089531,0.0,0.13333334028720856,0.20000001788139343,0.43711110949516296,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,25,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8437594771385193,0.7280828356742859,0.5808323621749878,0.8406551480293274,0.8437594771385193,0.32500001788139343,0.675000011920929,0.6666666865348816,0.40933334827423096,0.1133333370089531,0.0,0.13333334028720856,0.2083333432674408,0.40933334827423096,0.0,64,99,23,47,72,71,53,71,22,23,91,48,84,66,26,54,88,39,20,53,66,30,89,30,94,59,76,69,87,62,47,81,39,70,69,37,67,65,79,24,59,65,21,74,96,100,71,86,88,46,42,75,77,41,54,37,24,52,63,34,84,31,77,45,80,73,34,98,69,53,22,75,66,81,70,82,90,41,37,48,21,63,49,50,82,65,96,65,33,98,26,85,26,53,44,88,46,95,91,49,59,83,87,43,89,80,94,66,74,91,28,56,37,87,95,29,45,80,23,82,1.0000000116860974e-07
BF,150,0.8344512581825256,0.6505811810493469,0.5887295603752136,0.7860704064369202,0.8344512581825256,0.38333335518836975,0.6166666746139526,0.6600000262260437,0.4376111328601837,0.1133333370089531,0.0,0.13333334028720856,0.20000001788139343,0.4376111328601837,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,31,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8317693471908569,0.6293538212776184,0.5720657110214233,0.7839726805686951,0.8317693471908569,0.38333335518836975,0.6166666746139526,0.6600000262260437,0.43694445490837097,0.1133333370089531,0.0,0.13333334028720856,0.20000001788139343,0.43694445490837097,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,23,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.837134063243866,0.6514922380447388,0.5907530188560486,0.7861274480819702,0.837134063243866,0.38333335518836975,0.6166666746139526,0.6600000262260437,0.4381111264228821,0.1133333370089531,0.0,0.13333334028720856,0.20000001788139343,0.4381111264228821,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,36,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8292534351348877,0.6295332908630371,0.5854973196983337,0.7783578634262085,0.8292534351348877,0.3916666805744171,0.6083333492279053,0.6600000262260437,0.44288888573646545,0.1133333370089531,0.0,0.13333334028720856,0.18333333730697632,0.44288888573646545,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,74,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8386620283126831,0.6349571943283081,0.5758848190307617,0.7658507823944092,0.8386620283126831,0.3916666805744171,0.6083333492279053,0.6600000262260437,0.4386666715145111,0.1133333370089531,0.0,0.13333334028720856,0.20000001788139343,0.4386666715145111,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,33,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8386375904083252,0.6525117754936218,0.5897371768951416,0.7869126796722412,0.8386375904083252,0.38333335518836975,0.6166666746139526,0.6600000262260437,0.4381111264228821,0.1133333370089531,0.0,0.13333334028720856,0.19166667759418488,0.4381111264228821,0.0,64,31,88,47,72,71,75,81,22,58,68,52,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8279396891593933,0.628772497177124,0.5847686529159546,0.7784320712089539,0.8279396891593933,0.3916666805744171,0.6083333492279053,0.6600000262260437,0.44255557656288147,0.1133333370089531,0.0,0.13333334028720856,0.18333333730697632,0.44255557656288147,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,68,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8284745812416077,0.646825909614563,0.5853195786476135,0.7777836918830872,0.8284745812416077,0.3916666805744171,0.6083333492279053,0.6600000262260437,0.4426666796207428,0.1133333370089531,0.0,0.13333334028720856,0.18333333730697632,0.4426666796207428,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,66,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8425486087799072,0.6361166834831238,0.5789145231246948,0.7906400561332703,0.8425486087799072,0.3916666805744171,0.6083333492279053,0.6600000262260437,0.4391111135482788,0.1133333370089531,0.0,0.13333334028720856,0.20000001788139343,0.4391111135482788,0.0,64,31,88,47,72,71,75,81,22,36,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8426666259765625,0.6583448648452759,0.5800788998603821,0.7712074518203735,0.8426666259765625,0.3916666805744171,0.6083333492279053,0.6600000262260437,0.4401111304759979,0.1133333370089531,0.0,0.13333334028720856,0.19166667759418488,0.4401111304759979,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,83,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8692360520362854,0.6865646243095398,0.5842545032501221,0.8431028723716736,0.8692360520362854,0.3083333373069763,0.6916667222976685,0.6666666865348816,0.40966668725013733,0.1133333370089531,0.0,0.13333334028720856,0.22500000894069672,0.40966668725013733,0.0,64,81,92,47,27,71,53,70,22,23,25,74,28,26,29,54,97,34,40,89,50,38,89,55,44,59,24,55,74,78,22,75,76,33,88,44,97,70,100,89,89,65,28,86,37,100,71,86,88,46,35,75,74,42,72,97,64,52,65,34,84,64,63,43,83,95,31,93,69,30,22,70,67,57,70,87,100,41,37,48,46,51,98,95,45,65,31,94,33,59,87,25,87,53,46,70,46,95,91,70,57,83,56,39,79,80,94,37,88,91,75,70,74,87,20,29,51,67,23,21,1.0000000116860974e-07
BF,150,0.8378244638442993,0.6533663868904114,0.5766816735267639,0.7661910057067871,0.8378244638442993,0.3916666805744171,0.6083333492279053,0.6600000262260437,0.43861111998558044,0.1133333370089531,0.0,0.13333334028720856,0.19166667759418488,0.43861111998558044,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,40,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8417348265647888,0.6385843753814697,0.579182505607605,0.7935926914215088,0.8417348265647888,0.3916666805744171,0.6083333492279053,0.6600000262260437,0.4398888945579529,0.1133333370089531,0.0,0.13333334028720856,0.19166667759418488,0.4398888945579529,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,62,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8414589166641235,0.6382606625556946,0.5788018703460693,0.793157160282135,0.8414589166641235,0.38333335518836975,0.6166666746139526,0.6600000262260437,0.43977779150009155,0.1133333370089531,0.0,0.13333334028720856,0.19166667759418488,0.43977779150009155,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,74,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.840277373790741,0.6554303169250488,0.5933586955070496,0.767580509185791,0.840277373790741,0.38333335518836975,0.6166666746139526,0.6600000262260437,0.4391111135482788,0.1133333370089531,0.0,0.13333334028720856,0.19166667759418488,0.4391111135482788,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,71,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8321287035942078,0.6491488218307495,0.5710121989250183,0.7843008041381836,0.8321287035942078,0.38333335518836975,0.6166666746139526,0.6600000262260437,0.43711110949516296,0.1133333370089531,0.0,0.13333334028720856,0.19166667759418488,0.43711110949516296,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,40,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8238244652748108,0.6586920022964478,0.5793060064315796,0.7974381446838379,0.8238244652748108,0.3750000298023224,0.6250000596046448,0.6600000262260437,0.4340555667877197,0.1133333370089531,0.0,0.13333334028720856,0.20000001788139343,0.4340555667877197,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,40,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,21,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8403663039207458,0.6541293263435364,0.5755167007446289,0.7885837554931641,0.8403663039207458,0.38333335518836975,0.6166666746139526,0.6600000262260437,0.4385555684566498,0.1133333370089531,0.0,0.13333334028720856,0.19166667759418488,0.4385555684566498,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,51,60,20,53,24,30,60,97,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,98,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
BF,150,0.8415824174880981,0.6386818289756775,0.5951129794120789,0.7704256176948547,0.8415824174880981,0.3916666805744171,0.6083333492279053,0.6600000262260437,0.4398333430290222,0.1133333370089531,0.0,0.13333334028720856,0.19166667759418488,0.4398333430290222,0.0,64,31,88,47,72,71,75,81,22,58,68,92,28,40,20,54,83,60,20,53,24,30,60,94,94,26,76,93,87,98,95,83,34,58,71,44,67,87,35,63,47,65,69,74,62,43,71,86,80,91,35,75,63,74,74,85,24,83,66,34,84,31,83,45,80,91,31,93,69,30,95,70,66,57,84,87,90,41,82,95,54,63,98,50,80,65,98,35,78,92,26,28,26,68,46,90,57,99,91,76,24,83,56,89,63,63,94,62,69,91,75,70,98,99,95,22,90,37,93,73,1.0000000116860974e-07
