1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,Best
49,56,56,51,51,48,43,45,51,51,56,44,46,43,60,56,53,51,47,51,57,44,49,54,41,54,60,49,53,57,59,42,51,54,49,56,51,54,47,41,56,40,47,51,51,60,47,46,40,59,46,58,43,46,46,46,60,58,46,43,56,48,48,59,49,56,53,45,46,49,48,49,57,57,45,45,56,51,40,55,54,41,51,49,50,58,48,43,52,53,56,41,46,40,43,57,60,47,47,44,44,56,56,43,56,50,49,52,49,59,51,46,40,48,59,56,58,53,49,48,BF
55,53,58,48,44,50,60,49,49,40,52,60,60,59,44,56,42,47,42,60,60,52,51,57,58,43,49,55,42,51,56,47,47,53,46,51,50,60,40,57,44,47,58,46,52,40,58,50,59,51,53,42,53,45,58,59,48,55,43,47,54,51,40,55,41,48,56,60,48,46,49,42,59,44,55,51,42,44,55,55,44,49,55,59,40,47,46,50,55,53,57,51,40,47,52,58,49,58,58,60,47,52,54,43,44,43,46,48,59,45,56,49,42,49,44,57,53,44,46,51,BF
51,54,55,52,60,43,49,52,45,49,49,48,57,41,45,58,50,52,58,44,56,50,58,44,48,51,40,51,54,51,42,49,60,55,41,58,45,58,52,40,53,52,48,45,45,56,54,50,58,46,49,50,53,43,59,42,54,43,52,48,44,54,60,41,52,50,49,48,49,59,54,50,51,54,60,49,50,42,46,59,57,46,47,45,59,58,41,48,54,49,48,51,52,41,50,58,58,50,56,40,50,44,52,50,42,54,51,55,48,47,48,51,45,45,54,60,60,51,58,41,BF
56,54,57,49,55,40,53,58,51,42,51,44,57,53,57,40,48,54,51,50,51,40,49,52,47,48,45,56,42,50,50,56,48,50,43,51,53,56,60,47,48,56,53,52,47,48,45,46,55,43,41,54,55,58,50,55,55,42,56,48,57,49,46,50,52,48,55,51,56,52,59,45,42,57,40,50,51,52,44,60,47,47,47,43,51,44,60,41,52,46,48,59,46,54,54,48,49,54,55,57,43,41,53,45,43,52,42,50,42,55,47,60,56,48,49,43,46,50,43,51,BF
44,60,54,55,49,56,51,45,56,50,43,59,41,52,55,46,56,52,55,48,51,50,47,43,52,49,46,52,52,41,42,44,54,47,55,48,60,45,55,47,45,48,53,56,59,44,55,47,48,41,53,54,43,47,45,60,55,54,54,45,46,50,58,45,56,60,55,41,55,56,52,42,47,41,51,59,58,50,54,41,56,47,57,40,46,47,51,60,52,47,50,55,56,43,50,40,54,56,57,40,48,45,47,45,45,58,56,48,50,47,46,53,52,48,60,60,54,50,46,50,BF
51,54,53,45,51,46,51,59,60,44,54,49,40,60,60,52,52,59,49,42,55,52,53,57,53,57,52,43,54,52,46,47,55,40,46,55,49,47,59,59,40,49,51,46,47,60,52,49,49,50,41,51,49,60,58,43,47,58,41,47,58,42,49,43,56,51,46,59,52,57,51,55,45,49,41,45,60,53,49,41,51,56,56,52,51,57,55,42,43,53,44,42,56,42,44,44,51,59,59,48,49,59,43,56,48,50,43,55,54,42,49,48,50,60,46,60,45,60,52,60,BF
56,50,57,50,57,43,48,50,44,45,59,51,56,41,43,47,59,52,51,57,47,45,50,54,44,54,51,55,45,50,56,48,54,48,59,55,40,53,50,60,54,43,45,53,46,56,49,42,49,54,45,50,59,59,48,47,43,49,58,51,55,59,51,44,50,58,40,48,40,52,60,50,41,44,50,42,49,53,56,57,51,50,53,43,48,43,41,49,54,51,43,49,60,52,56,57,50,51,41,43,45,56,42,54,47,49,47,56,47,54,43,54,46,54,55,53,51,47,50,51,BF
56,53,52,54,52,44,56,50,48,41,52,44,57,51,53,53,53,50,46,44,53,51,56,43,49,55,55,57,52,47,44,54,52,56,41,51,47,51,52,52,54,45,51,54,44,55,42,43,53,40,42,53,57,58,40,52,51,55,56,54,52,54,48,45,57,45,40,60,55,40,52,43,53,52,53,45,56,57,45,53,51,41,55,52,55,40,45,43,57,59,48,45,52,46,50,48,44,47,52,51,47,55,48,59,47,45,44,58,52,52,44,57,48,54,47,45,44,56,56,60,BF
55,53,50,54,41,59,59,49,59,49,42,50,54,46,51,50,47,51,54,52,56,60,50,40,46,51,57,59,55,51,43,40,56,59,45,42,54,53,46,43,57,50,56,48,46,48,59,52,52,48,56,46,54,51,45,51,54,49,52,49,43,45,46,58,51,47,41,48,55,47,44,59,55,54,49,59,42,56,49,41,56,50,48,43,60,55,49,45,52,49,55,49,49,56,49,56,51,56,50,49,49,59,43,52,46,44,46,60,52,49,59,59,59,49,42,60,60,59,44,45,BF
51,56,55,47,48,51,52,59,51,40,49,50,43,47,51,44,50,56,56,52,51,55,60,50,42,52,51,56,50,54,47,51,52,57,50,58,55,55,58,48,51,54,48,41,42,58,53,44,49,44,60,48,47,44,53,48,51,45,40,58,50,53,41,60,49,48,60,60,47,50,53,40,54,50,49,58,52,43,47,43,58,53,45,50,49,58,48,42,60,60,53,51,47,40,53,60,60,56,48,52,43,47,46,51,60,46,60,46,47,48,55,47,53,60,50,42,44,44,46,47,BF
57,52,44,41,59,59,51,55,40,55,49,47,47,54,45,47,58,60,60,59,40,44,58,47,51,51,41,57,60,49,52,53,60,50,52,51,54,53,50,59,49,52,49,51,43,59,48,58,56,53,41,48,42,49,54,53,53,51,44,50,50,41,50,53,43,47,45,41,53,44,49,40,53,50,56,58,42,60,60,50,43,47,60,54,52,40,44,47,54,54,52,44,59,49,60,51,54,54,52,48,41,54,59,44,60,50,60,51,52,51,53,60,59,40,45,48,60,47,46,60,BF
52,51,47,55,46,53,50,54,54,55,47,41,49,52,50,59,54,43,56,56,54,47,40,50,53,49,60,57,50,49,41,50,54,51,41,54,40,59,44,47,51,59,56,53,43,47,58,46,42,58,58,51,54,54,47,60,42,56,50,50,41,43,57,57,45,46,44,43,50,46,53,53,55,59,51,41,47,54,53,58,49,60,45,56,44,48,46,40,46,58,45,48,52,59,42,59,43,50,49,55,59,43,59,53,50,46,57,46,57,47,43,51,52,56,47,43,51,59,59,56,BF
53,53,44,52,57,50,60,49,56,40,52,57,45,51,56,59,47,45,41,60,55,54,41,60,60,52,51,53,60,41,50,53,47,51,52,60,60,53,43,44,57,51,55,47,50,47,59,59,47,53,45,55,51,41,53,55,50,42,56,44,45,46,45,52,57,57,49,41,51,56,49,53,42,56,41,58,51,54,50,46,41,57,49,57,46,49,49,45,44,55,52,44,47,50,48,45,60,55,50,50,46,42,55,54,45,47,50,53,58,50,54,42,55,48,53,48,60,41,49,60,BF
56,50,44,56,53,44,53,54,54,41,42,58,53,51,50,60,56,46,56,50,52,40,48,57,46,59,50,50,51,52,46,50,45,52,54,60,50,60,47,49,58,40,50,44,60,58,46,58,41,46,50,47,54,49,49,56,42,48,60,59,41,50,48,41,55,47,46,40,60,56,51,52,43,52,42,46,43,46,58,54,56,48,40,44,46,60,50,57,56,50,49,43,57,59,47,43,52,53,57,50,51,56,42,56,44,51,43,44,45,50,44,48,45,44,52,43,43,54,42,54,BF
53,48,48,58,46,53,49,52,50,57,52,50,49,55,51,49,52,48,49,55,54,46,49,49,49,56,52,41,48,57,46,59,45,41,58,46,50,49,42,48,53,51,43,56,59,42,49,40,53,60,57,48,42,53,52,55,45,54,41,59,48,56,50,54,55,41,59,50,51,59,59,47,57,45,43,53,48,55,40,46,59,44,58,49,54,48,48,48,53,41,43,49,42,50,52,53,44,55,59,48,46,47,50,42,53,46,45,52,45,52,44,56,50,58,43,49,49,56,45,51,BF
45,53,52,48,54,49,56,55,45,50,48,45,51,59,51,58,57,45,53,48,54,56,45,43,49,56,51,40,53,52,45,40,58,45,43,47,42,51,60,57,42,54,49,48,52,47,45,53,48,51,53,53,51,53,48,49,45,44,60,55,49,45,53,52,49,46,59,59,46,55,45,47,48,56,49,45,54,52,52,44,50,52,55,56,54,52,54,45,48,45,53,52,43,51,45,54,44,42,48,58,44,50,48,40,52,48,59,59,51,40,46,48,59,56,43,44,47,43,50,57,BF
46,55,58,48,49,53,52,48,60,58,51,47,58,47,48,45,45,42,55,56,46,51,48,53,48,55,46,50,51,55,50,49,54,53,51,51,45,56,52,43,47,48,53,41,47,50,52,57,45,58,53,47,46,54,51,50,56,41,53,50,60,46,54,54,59,50,50,58,46,59,40,41,42,58,60,41,47,56,42,43,51,48,51,47,45,46,42,55,53,49,43,54,49,58,56,51,50,43,54,46,58,49,43,60,60,53,50,53,49,53,55,43,42,58,48,60,51,48,47,51,BF
51,51,55,52,48,57,53,55,40,43,51,44,48,55,47,53,46,51,46,47,57,57,45,48,55,55,58,52,43,40,59,48,55,53,51,42,46,53,59,46,56,49,48,55,59,47,50,58,52,48,59,58,45,43,47,54,50,56,48,40,54,45,53,55,55,48,56,41,40,57,43,52,51,51,40,41,52,58,40,48,60,59,50,50,45,46,50,51,54,60,49,52,57,57,50,41,48,54,46,48,41,43,49,51,46,53,45,55,55,50,42,53,55,55,48,42,49,59,53,60,BF
49,45,56,59,49,57,42,53,47,52,40,51,56,47,60,60,47,52,53,52,58,49,60,50,40,45,45,60,55,45,41,55,45,53,52,57,56,47,41,53,55,47,60,49,53,49,51,42,48,58,57,47,54,50,53,50,47,55,42,52,43,50,56,55,41,47,50,58,55,50,59,60,54,42,48,45,51,48,44,54,53,53,48,51,45,50,49,47,51,52,60,60,56,41,53,60,48,41,51,56,60,47,53,43,49,46,44,59,54,50,50,42,43,50,48,50,46,46,54,45,BF
50,55,47,60,50,60,53,43,45,48,51,40,54,53,55,49,42,51,56,45,58,50,54,56,59,47,51,58,56,47,47,56,44,45,49,52,57,44,60,43,56,54,47,46,51,52,48,54,48,45,55,50,47,58,41,41,40,50,56,49,40,59,57,50,51,42,45,58,56,60,56,54,42,57,50,58,45,52,56,55,50,55,51,50,41,54,54,54,50,42,50,43,43,46,52,55,43,54,44,45,40,42,54,60,50,47,44,47,52,55,42,58,60,51,43,46,43,53,60,60,BF
55,55,40,60,60,59,48,50,59,57,48,60,55,48,41,54,57,52,43,52,45,49,53,48,49,41,56,60,45,52,45,48,50,48,53,41,53,55,49,58,50,49,59,45,54,52,42,53,42,55,51,49,52,46,55,55,50,57,49,51,59,58,52,51,42,53,46,56,54,51,40,40,51,45,43,52,51,48,45,49,49,49,56,50,58,47,45,54,47,49,47,49,40,51,44,44,57,50,45,48,49,54,51,51,55,50,57,47,51,49,49,60,42,60,45,57,48,53,40,52,BF
55,47,53,53,51,48,53,60,60,56,54,60,40,60,48,52,46,44,50,41,55,54,50,55,49,45,50,51,42,49,59,54,55,59,49,44,47,59,54,52,47,60,53,44,57,47,57,55,53,58,48,48,41,55,47,55,52,47,43,54,49,48,52,42,43,46,50,40,48,58,56,49,47,60,49,56,42,52,49,49,45,49,54,44,44,43,53,45,51,51,58,52,56,56,41,51,47,43,53,58,51,51,42,56,48,49,60,49,41,58,46,45,47,46,46,45,58,46,52,52,BF
42,57,59,51,47,58,50,47,47,55,56,48,57,44,52,54,48,46,52,41,54,52,53,42,48,47,51,52,53,49,57,51,56,49,52,57,48,57,52,55,54,49,52,54,56,52,57,59,49,51,52,56,45,42,47,54,44,41,51,41,41,52,51,49,45,49,42,58,50,52,52,47,59,60,46,40,53,53,59,59,52,53,59,49,44,41,54,44,52,40,48,45,42,52,50,44,52,57,57,42,53,51,56,42,60,50,48,58,59,58,42,41,40,59,47,44,50,53,41,47,BF
52,51,58,47,50,60,44,42,52,46,51,52,47,47,53,51,49,51,52,54,51,51,47,55,50,45,48,50,60,60,53,50,57,44,48,58,56,40,44,50,46,60,50,44,54,44,52,58,46,58,51,51,56,59,41,47,53,43,52,48,48,54,60,50,53,56,51,56,43,60,46,40,54,41,44,50,50,59,57,45,50,47,56,49,47,54,40,60,60,44,60,60,60,60,60,60,47,50,49,51,53,41,57,56,47,43,54,51,53,53,60,60,52,40,45,44,51,47,46,47,BF
50,56,56,53,55,47,50,53,47,41,49,44,48,50,56,51,46,52,48,58,58,52,49,59,56,53,55,40,55,42,52,50,55,55,48,58,51,44,40,49,41,57,56,49,53,53,57,50,52,51,55,45,41,47,46,49,51,47,54,40,40,55,52,49,55,60,41,43,48,56,53,47,56,41,56,53,47,53,47,56,44,50,50,44,46,54,52,46,57,48,57,55,55,53,40,41,47,42,55,44,52,52,49,53,57,55,50,48,42,46,58,45,52,57,57,49,41,42,44,56,BF
58,48,50,58,48,60,58,42,52,44,57,40,42,44,49,48,60,55,47,48,48,60,44,53,53,42,47,56,48,58,58,50,47,47,47,56,59,51,59,59,59,59,40,57,52,54,50,56,49,50,41,60,59,40,59,54,48,51,42,50,56,49,48,42,54,51,46,47,44,52,51,57,58,48,48,56,46,60,46,49,59,59,46,54,49,59,59,53,42,45,44,56,59,42,50,52,55,49,53,41,41,47,44,56,43,59,40,58,45,48,48,59,59,59,47,51,44,47,44,52,BF
50,59,53,41,51,57,50,53,47,43,46,50,50,41,59,58,44,53,48,52,45,51,58,50,60,45,60,51,51,40,41,50,51,45,53,52,53,54,49,50,59,53,52,54,43,56,59,40,48,51,40,41,54,45,50,49,58,57,52,48,43,53,60,50,52,54,41,58,51,51,54,57,50,43,49,44,51,41,59,54,55,45,55,51,44,40,54,53,50,55,41,59,47,47,46,45,57,60,53,43,46,45,49,57,60,44,45,54,54,42,47,55,56,45,40,44,54,60,48,60,BF
52,58,55,55,46,50,51,40,40,60,45,56,52,54,41,56,52,45,57,51,57,41,42,54,51,45,51,58,49,60,41,47,57,41,55,52,46,51,51,48,55,43,52,48,47,55,49,57,57,51,43,53,40,54,43,44,48,53,42,51,59,59,49,47,51,59,52,50,48,48,57,55,52,54,48,52,52,46,48,40,45,44,44,56,50,53,54,43,59,44,48,53,57,40,49,49,47,47,53,50,54,50,49,55,56,54,52,44,58,40,48,50,40,46,46,52,44,54,52,46,BF
58,50,57,53,54,55,40,46,47,55,41,57,45,55,42,55,60,60,49,48,60,48,55,59,59,51,49,56,47,50,51,52,56,52,53,42,58,45,48,53,50,47,48,46,56,43,60,60,54,46,58,50,51,51,59,53,50,41,47,53,53,60,40,60,59,45,59,51,56,51,59,49,57,50,60,60,54,42,54,40,44,57,42,40,43,47,49,60,55,53,41,43,51,49,41,42,50,50,58,57,42,51,49,44,46,53,49,46,59,57,49,49,50,42,60,51,42,44,48,60,BF
60,42,54,48,58,48,58,53,56,54,53,51,52,55,41,49,54,50,46,54,47,51,52,58,47,60,54,52,50,54,44,40,44,56,52,42,46,43,43,50,54,53,53,51,58,45,56,51,51,50,46,46,50,51,51,43,51,44,49,49,48,41,40,54,42,51,53,50,59,50,60,46,60,43,50,40,56,50,46,51,50,54,41,49,47,44,51,46,52,59,49,56,52,60,50,51,56,40,58,51,41,47,42,56,42,47,43,49,60,58,42,59,50,41,49,59,60,58,59,42,BF
44,56,50,53,54,54,47,52,52,43,46,51,49,57,60,60,56,47,51,42,50,47,49,57,52,50,58,55,42,55,51,59,55,48,51,47,51,48,58,51,51,40,53,52,46,41,41,50,55,53,51,42,55,51,53,52,55,43,40,53,57,55,48,40,47,48,47,44,52,46,51,48,42,60,59,48,51,52,47,50,44,43,56,55,49,60,47,46,50,52,48,60,59,43,47,58,58,48,50,59,41,47,55,50,45,60,48,48,59,40,43,49,50,58,52,60,51,44,40,60,BF
58,42,52,56,51,58,49,57,47,46,44,59,54,50,41,46,47,51,42,59,41,54,58,55,51,49,52,55,49,46,49,51,49,50,49,54,52,53,45,47,53,55,60,60,56,49,48,57,55,49,60,60,49,56,50,58,51,46,41,55,56,52,42,42,56,45,46,56,48,54,53,56,58,48,51,60,48,40,45,54,45,53,48,53,59,49,51,42,45,58,54,46,44,40,41,53,52,48,44,42,55,47,51,44,50,49,45,49,56,58,45,47,47,45,46,51,52,58,45,47,BF
47,55,50,57,51,43,56,49,48,47,54,44,43,59,49,56,45,59,51,47,50,44,56,58,45,54,49,50,47,50,52,53,51,56,50,50,51,49,54,40,54,42,57,47,53,53,54,60,49,40,41,59,49,42,43,52,50,50,54,43,50,56,59,48,48,47,55,60,43,49,48,45,46,45,60,50,56,52,55,60,60,49,44,49,52,50,60,55,40,41,49,51,43,58,58,52,47,57,49,58,50,40,45,46,41,46,43,47,44,53,60,60,49,54,60,60,52,48,50,47,BF
50,55,55,48,51,58,60,58,48,58,58,50,41,60,42,60,45,55,55,57,52,55,53,54,47,49,42,40,41,50,47,60,55,47,48,60,49,55,53,44,49,57,41,58,48,55,44,54,50,40,59,58,48,55,41,42,49,55,48,41,47,57,53,55,40,52,53,47,43,53,44,50,51,47,46,53,50,49,58,58,46,45,43,53,52,48,45,54,60,60,55,50,60,60,49,59,55,45,47,48,45,50,60,45,51,42,45,50,51,49,53,54,51,45,50,50,60,46,50,60,BF
58,41,52,50,41,57,43,47,60,54,54,42,52,55,50,56,51,56,51,43,43,49,58,58,50,56,58,59,51,40,50,54,55,55,46,57,52,54,50,44,46,49,48,58,53,50,46,60,50,54,54,41,46,42,54,50,58,54,56,56,52,42,42,52,54,40,50,57,57,48,49,60,54,54,49,42,54,52,47,48,55,41,50,53,42,45,47,56,42,48,43,48,54,47,52,52,48,44,48,40,54,47,46,60,55,44,46,55,54,49,48,41,43,54,58,58,48,42,51,57,BF
59,49,46,59,49,54,52,58,49,48,52,57,60,40,49,49,47,42,52,53,57,45,52,40,49,49,44,55,52,53,53,52,51,51,55,58,49,43,53,56,57,52,50,52,54,41,52,44,53,45,52,54,44,55,41,41,59,48,46,50,56,53,47,50,45,52,45,55,58,47,46,45,52,52,60,43,60,59,49,44,51,54,56,54,55,52,54,57,55,50,45,49,54,45,57,49,43,55,45,47,52,40,52,43,52,52,48,52,44,42,50,52,46,54,47,60,60,60,60,46,BF
51,51,48,45,59,51,54,55,55,45,58,46,50,54,51,47,40,45,53,50,42,58,45,52,53,53,45,54,43,53,51,53,49,47,55,52,43,56,52,54,58,42,46,54,48,55,51,56,58,41,51,51,54,45,41,57,43,40,53,50,59,54,54,51,41,55,42,52,49,60,49,49,55,53,54,50,42,46,41,45,58,52,44,53,51,54,52,47,45,45,55,55,55,51,43,58,40,57,59,53,41,56,45,59,50,53,46,47,41,58,56,57,45,54,53,48,47,43,46,57,BF
57,44,55,49,48,51,47,58,41,55,51,47,60,54,43,56,55,51,54,48,51,57,44,58,59,44,49,48,42,60,51,51,59,41,48,49,49,58,44,56,40,50,49,47,58,54,51,50,52,50,59,54,52,52,55,44,43,57,53,51,43,42,51,48,48,44,60,52,50,41,48,53,52,46,50,50,54,50,52,54,49,55,53,41,42,50,58,54,42,52,50,55,56,52,45,44,40,42,48,54,57,49,50,44,58,55,47,48,47,48,52,44,45,54,44,47,53,42,50,48,BF
53,56,60,42,45,58,59,56,41,49,49,59,48,56,46,58,50,56,50,53,57,59,48,56,58,43,46,57,49,45,52,47,42,40,49,44,47,51,57,53,52,48,48,60,42,54,48,42,53,50,47,48,59,56,43,40,54,59,50,58,41,40,48,54,48,50,44,58,53,53,60,48,42,48,51,42,44,57,59,48,52,56,42,59,46,54,42,49,49,45,54,60,43,49,47,50,47,43,57,60,46,52,44,47,51,46,54,53,41,52,51,53,45,60,50,60,46,42,50,58,BF
56,45,59,58,59,50,49,58,52,42,40,55,53,52,52,50,59,53,41,48,59,59,41,46,49,46,50,54,40,58,58,52,46,50,58,58,46,42,50,53,56,55,42,52,52,50,48,48,60,51,54,56,48,48,46,51,51,59,60,53,49,43,54,56,55,56,42,52,48,53,45,59,47,48,59,48,57,58,41,46,46,50,47,53,58,52,40,43,52,44,46,54,52,48,45,48,52,52,60,60,47,57,60,59,53,49,40,49,45,46,60,48,55,53,42,46,50,41,46,54,BF
55,51,57,50,44,51,53,59,50,41,43,51,50,46,55,49,52,49,43,60,55,55,50,55,45,48,60,58,50,42,41,42,58,60,60,40,42,48,52,58,45,40,60,58,45,52,48,55,40,54,47,55,54,56,55,47,48,59,44,59,49,41,50,42,51,47,40,49,46,45,59,53,55,57,52,53,41,52,53,54,60,42,60,54,47,55,45,49,51,54,44,49,56,50,52,44,53,50,50,50,49,55,52,43,56,54,54,60,42,60,51,42,45,48,46,51,47,45,45,60,BF
51,59,53,52,40,57,52,50,56,59,59,57,57,54,49,57,44,47,41,45,53,55,53,56,42,52,53,57,43,57,40,40,42,52,53,56,50,53,51,59,41,56,40,51,43,45,52,57,45,57,48,43,48,59,41,47,48,55,45,59,45,53,48,56,49,45,49,42,60,57,51,50,55,60,50,54,53,51,59,43,40,54,56,40,57,48,48,49,58,57,51,45,60,47,57,57,59,45,45,43,46,56,53,41,43,46,59,54,53,45,45,42,60,51,40,45,43,43,42,56,BF
51,55,55,45,50,51,44,44,60,55,60,54,51,59,47,57,51,51,44,42,51,49,54,59,47,48,49,45,49,47,60,54,49,46,54,41,50,54,42,51,48,60,51,57,49,42,45,46,57,55,51,51,50,49,42,47,59,48,44,57,51,51,55,48,46,60,49,49,53,55,54,51,42,60,41,49,42,60,50,55,51,55,46,50,58,49,45,40,42,59,41,44,46,51,45,60,55,51,51,44,50,49,48,57,53,55,56,50,42,47,54,54,45,45,49,44,50,46,60,52,BF
