mean,std,median,max,min,maxmin,small,medium,large,huge,Heuristic
0.409893333,0.156826195,0.413333333,0.666666667,0.133333333,5,0.188,0.184,0.312,0.316,BF
0.4124,0.15815542,0.403333333,0.666666667,0.133333333,5,0.2,0.128,0.344,0.328,BF
0.407973333,0.156425601,0.4,0.666666667,0.133333333,5,0.216,0.16,0.304,0.32,BF
0.414026667,0.156938183,0.426666667,0.666666667,0.133333333,5,0.204,0.104,0.38,0.312,BF
0.41032,0.157670415,0.42,0.666666667,0.133333333,5,0.22,0.144,0.3,0.336,BF
0.4344,0.161902786,0.46,0.666666667,0.133333333,5,0.176,0.14,0.26,0.424,BF
0.409173333,0.155664519,0.413333333,0.666666667,0.133333333,5,0.184,0.192,0.316,0.308,BF
0.41768,0.160968024,0.42,0.666666667,0.133333333,5,0.212,0.1,0.328,0.36,BF
0.417653333,0.149906426,0.413333333,0.666666667,0.133333333,5,0.164,0.16,0.352,0.324,BF
0.4052,0.154173763,0.403333333,0.666666667,0.133333333,5,0.216,0.136,0.352,0.296,BF
0.414906667,0.16098596,0.446666667,0.666666667,0.133333333,5,0.22,0.1,0.324,0.356,BF
0.424986667,0.1556602,0.43,0.66,0.133333333,4.95,0.192,0.104,0.336,0.368,BF
0.423093333,0.163455641,0.426666667,0.666666667,0.133333333,5,0.224,0.104,0.324,0.348,BF
0.422293333,0.163066561,0.413333333,0.666666667,0.133333333,5,0.204,0.112,0.308,0.376,BF
0.43728,0.160692602,0.45,0.666666667,0.133333333,5,0.172,0.148,0.276,0.404,BF
0.429146667,0.151479041,0.423333333,0.666666667,0.133333333,5,0.156,0.168,0.32,0.356,BF
0.41144,0.159145889,0.423333333,0.666666667,0.14,4.761904762,0.232,0.108,0.328,0.332,BF
0.425946667,0.154331819,0.433333333,0.666666667,0.14,4.761904762,0.192,0.092,0.368,0.348,BF
0.427386667,0.155543746,0.453333333,0.666666667,0.133333333,5,0.188,0.116,0.312,0.384,BF
0.39664,0.160811472,0.39,0.666666667,0.133333333,5,0.232,0.144,0.324,0.3,BF
0.409546667,0.161532898,0.406666667,0.666666667,0.133333333,5,0.228,0.128,0.296,0.348,BF
0.414666667,0.156278679,0.406666667,0.666666667,0.133333333,5,0.188,0.132,0.336,0.344,BF
0.41712,0.153523161,0.426666667,0.666666667,0.133333333,5,0.18,0.148,0.368,0.304,BF
0.421653333,0.15866614,0.416666667,0.666666667,0.133333333,5,0.196,0.108,0.352,0.344,BF
0.416773333,0.158643534,0.413333333,0.666666667,0.133333333,5,0.208,0.152,0.292,0.348,BF
0.399866667,0.161433173,0.373333333,0.666666667,0.133333333,5,0.204,0.208,0.276,0.312,BF
0.416266667,0.160888652,0.423333333,0.66,0.133333333,4.95,0.228,0.088,0.312,0.372,BF
0.412213333,0.160906038,0.42,0.666666667,0.133333333,5,0.212,0.128,0.316,0.344,BF
0.413066667,0.154361607,0.42,0.666666667,0.133333333,5,0.196,0.128,0.356,0.32,BF
0.405786667,0.161572286,0.406666667,0.666666667,0.133333333,5,0.232,0.116,0.32,0.332,BF
0.4136,0.153948246,0.42,0.666666667,0.133333333,5,0.2,0.144,0.308,0.348,BF
0.41016,0.155812194,0.41,0.66,0.133333333,4.95,0.212,0.128,0.332,0.328,BF
0.431626667,0.1532813,0.446666667,0.666666667,0.133333333,5,0.184,0.068,0.368,0.38,BF
0.394453333,0.156911822,0.393333333,0.666666667,0.133333333,5,0.236,0.156,0.304,0.304,BF
0.429653333,0.161283243,0.456666667,0.666666667,0.133333333,5,0.208,0.092,0.292,0.408,BF
0.4116,0.158221993,0.423333333,0.666666667,0.133333333,5,0.224,0.14,0.28,0.356,BF
0.41144,0.160353712,0.41,0.666666667,0.133333333,5,0.236,0.112,0.296,0.356,BF
0.39288,0.162096838,0.376666667,0.666666667,0.133333333,5,0.244,0.172,0.296,0.288,BF
0.409786667,0.158421624,0.406666667,0.666666667,0.133333333,5,0.196,0.14,0.332,0.332,BF
0.40944,0.158137721,0.413333333,0.666666667,0.133333333,5,0.212,0.172,0.288,0.328,BF
0.40392,0.161715791,0.403333333,0.666666667,0.133333333,5,0.232,0.164,0.28,0.324,BF
0.398453333,0.163516982,0.393333333,0.666666667,0.133333333,5,0.264,0.124,0.288,0.324,BF
0.420906667,0.155421654,0.413333333,0.666666667,0.133333333,5,0.184,0.16,0.284,0.372,BF
0.422106667,0.155981461,0.416666667,0.666666667,0.133333333,5,0.16,0.16,0.332,0.348,BF
0.417946667,0.151331018,0.406666667,0.666666667,0.133333333,5,0.184,0.144,0.336,0.336,BF
0.4048,0.159405634,0.4,0.666666667,0.133333333,5,0.236,0.128,0.308,0.328,BF
0.424586667,0.160092379,0.44,0.666666667,0.133333333,5,0.188,0.112,0.344,0.356,BF
0.402026667,0.158614537,0.393333333,0.666666667,0.133333333,5,0.228,0.136,0.316,0.32,BF
0.413413333,0.167321852,0.433333333,0.666666667,0.133333333,5,0.24,0.132,0.256,0.372,BF
0.425493333,0.159644997,0.426666667,0.666666667,0.133333333,5,0.212,0.084,0.328,0.376,BF
0.42072,0.157501739,0.433333333,0.666666667,0.133333333,5,0.192,0.14,0.292,0.376,BF
0.43624,0.166805017,0.46,0.666666667,0.133333333,5,0.2,0.112,0.256,0.432,BF
0.39888,0.157685708,0.406666667,0.666666667,0.133333333,5,0.232,0.132,0.336,0.3,BF
0.412213333,0.150408009,0.42,0.66,0.133333333,4.95,0.188,0.116,0.388,0.308,BF
0.405093333,0.157932354,0.406666667,0.666666667,0.133333333,5,0.212,0.144,0.332,0.312,BF
0.413386667,0.161390646,0.413333333,0.666666667,0.133333333,5,0.232,0.1,0.3,0.368,BF
0.413946667,0.159024741,0.426666667,0.666666667,0.133333333,5,0.216,0.132,0.312,0.34,BF
0.40848,0.166882058,0.406666667,0.666666667,0.133333333,5,0.26,0.124,0.276,0.34,BF
0.426826667,0.161708778,0.433333333,0.666666667,0.133333333,5,0.196,0.104,0.312,0.388,BF
0.432373333,0.152196364,0.446666667,0.666666667,0.133333333,5,0.148,0.148,0.324,0.38,BF
0.420853333,0.154687521,0.436666667,0.666666667,0.133333333,5,0.18,0.156,0.296,0.368,BF
0.3972,0.16141327,0.38,0.666666667,0.133333333,5,0.22,0.216,0.256,0.308,BF
0.399733333,0.156703889,0.396666667,0.666666667,0.133333333,5,0.236,0.124,0.328,0.312,BF
0.41808,0.168163699,0.436666667,0.666666667,0.133333333,5,0.232,0.116,0.252,0.4,BF
0.4044,0.155758197,0.406666667,0.66,0.133333333,4.95,0.228,0.124,0.324,0.324,BF
0.408213333,0.153695831,0.4,0.653333333,0.133333333,4.9,0.176,0.188,0.304,0.332,BF
0.395013333,0.153898107,0.393333333,0.666666667,0.133333333,5,0.216,0.192,0.316,0.276,BF
0.39984,0.160864385,0.406666667,0.666666667,0.133333333,5,0.248,0.1,0.332,0.32,BF
0.402426667,0.158386485,0.4,0.666666667,0.133333333,5,0.232,0.152,0.296,0.32,BF
0.417733333,0.15854543,0.44,0.66,0.133333333,4.95,0.212,0.084,0.348,0.356,BF
0.421573333,0.157918791,0.43,0.666666667,0.133333333,5,0.204,0.1,0.336,0.36,BF
0.414853333,0.156378015,0.42,0.666666667,0.14,4.761904762,0.208,0.116,0.332,0.344,BF
0.40984,0.162871574,0.406666667,0.666666667,0.133333333,5,0.204,0.172,0.28,0.344,BF
0.428613333,0.164003724,0.436666667,0.666666667,0.133333333,5,0.196,0.144,0.268,0.392,BF
0.403653333,0.158891701,0.38,0.666666667,0.133333333,5,0.204,0.176,0.304,0.316,BF
0.440693333,0.15897221,0.453333333,0.666666667,0.133333333,5,0.16,0.132,0.3,0.408,BF
0.41272,0.160429413,0.406666667,0.666666667,0.133333333,5,0.204,0.148,0.28,0.368,BF
0.42632,0.156295995,0.44,0.666666667,0.133333333,5,0.204,0.092,0.32,0.384,BF
0.417653333,0.154227082,0.423333333,0.666666667,0.133333333,5,0.168,0.164,0.324,0.344,BF
0.41768,0.156516476,0.41,0.66,0.133333333,4.95,0.2,0.092,0.364,0.344,BF
0.41448,0.158260064,0.42,0.666666667,0.133333333,5,0.2,0.16,0.276,0.364,BF
0.429173333,0.14905363,0.44,0.666666667,0.14,4.761904762,0.168,0.136,0.328,0.368,BF
0.405733333,0.157048923,0.406666667,0.666666667,0.133333333,5,0.2,0.168,0.328,0.304,BF
0.406586667,0.155904159,0.406666667,0.66,0.133333333,4.95,0.208,0.132,0.32,0.34,BF
0.41768,0.158877547,0.44,0.666666667,0.133333333,5,0.22,0.128,0.292,0.36,BF
0.40656,0.161169275,0.4,0.666666667,0.133333333,5,0.24,0.096,0.324,0.34,BF
0.424666667,0.152329817,0.433333333,0.666666667,0.133333333,5,0.176,0.108,0.364,0.352,BF
0.417413333,0.157618014,0.413333333,0.666666667,0.133333333,5,0.18,0.148,0.3,0.372,BF
0.408053333,0.15941615,0.4,0.666666667,0.133333333,5,0.228,0.104,0.324,0.344,BF
0.41392,0.165404087,0.413333333,0.666666667,0.133333333,5,0.216,0.16,0.268,0.356,BF
0.420693333,0.162506744,0.426666667,0.666666667,0.133333333,5,0.212,0.112,0.3,0.376,BF
0.41696,0.160025665,0.42,0.666666667,0.133333333,5,0.208,0.096,0.384,0.312,BF
0.413413333,0.152280867,0.42,0.666666667,0.133333333,5,0.192,0.096,0.404,0.308,BF
0.428186667,0.15333159,0.453333333,0.666666667,0.133333333,5,0.164,0.156,0.324,0.356,BF
0.413226667,0.157490322,0.4,0.666666667,0.133333333,5,0.208,0.168,0.292,0.332,BF
0.405706667,0.157622234,0.406666667,0.666666667,0.133333333,5,0.228,0.128,0.312,0.332,BF
0.43232,0.153254868,0.44,0.666666667,0.133333333,5,0.148,0.112,0.376,0.364,BF
0.41424,0.157733487,0.413333333,0.666666667,0.14,4.761904762,0.216,0.128,0.328,0.328,BF
0.411413333,0.172219293,0.403333333,0.666666667,0.133333333,5,0.256,0.104,0.276,0.364,BF
0.40848,0.165725053,0.403333333,0.666666667,0.133333333,5,0.228,0.136,0.284,0.352,BF
0.41024,0.161187127,0.386666667,0.666666667,0.133333333,5,0.196,0.18,0.3,0.324,BF
0.40056,0.153396318,0.403333333,0.666666667,0.133333333,5,0.204,0.144,0.368,0.284,BF
0.416106667,0.161264933,0.403333333,0.666666667,0.133333333,5,0.204,0.136,0.336,0.324,BF
0.413653333,0.162153856,0.413333333,0.666666667,0.133333333,5,0.208,0.124,0.32,0.348,BF
0.41776,0.15842136,0.433333333,0.666666667,0.133333333,5,0.208,0.144,0.28,0.368,BF
0.394106667,0.157155457,0.393333333,0.666666667,0.133333333,5,0.244,0.128,0.336,0.292,BF
0.394666667,0.162677288,0.386666667,0.666666667,0.133333333,5,0.256,0.164,0.264,0.316,BF
0.430133333,0.147018199,0.44,0.666666667,0.133333333,5,0.148,0.1,0.396,0.356,BF
0.413706667,0.161111277,0.413333333,0.666666667,0.133333333,5,0.232,0.076,0.36,0.332,BF
0.416293333,0.160241738,0.413333333,0.666666667,0.133333333,5,0.212,0.132,0.316,0.34,BF
0.42536,0.166150954,0.433333333,0.666666667,0.133333333,5,0.208,0.112,0.292,0.388,BF
0.428506667,0.162487335,0.466666667,0.666666667,0.133333333,5,0.212,0.104,0.288,0.396,BF
0.413573333,0.16625796,0.43,0.666666667,0.133333333,5,0.252,0.072,0.316,0.36,BF
0.420266667,0.15624304,0.42,0.666666667,0.133333333,5,0.176,0.14,0.348,0.336,BF
0.40512,0.155281003,0.4,0.666666667,0.133333333,5,0.196,0.156,0.32,0.328,BF
0.4012,0.158393823,0.393333333,0.666666667,0.133333333,5,0.208,0.168,0.32,0.304,BF
0.393306667,0.147035557,0.386666667,0.666666667,0.133333333,5,0.216,0.172,0.328,0.284,BF
0.404,0.159318047,0.406666667,0.666666667,0.133333333,5,0.22,0.164,0.312,0.304,BF
0.409413333,0.162609556,0.416666667,0.666666667,0.133333333,5,0.24,0.096,0.32,0.344,BF
0.407546667,0.15715603,0.406666667,0.666666667,0.133333333,5,0.208,0.12,0.384,0.288,BF
0.4088,0.154058816,0.386666667,0.666666667,0.133333333,5,0.188,0.144,0.344,0.324,BF
0.42088,0.15581465,0.446666667,0.666666667,0.133333333,5,0.2,0.116,0.332,0.352,BF
0.418026667,0.154278616,0.426666667,0.666666667,0.133333333,5,0.204,0.104,0.368,0.324,BF
0.412826667,0.160148055,0.433333333,0.666666667,0.133333333,5,0.2,0.14,0.304,0.356,BF
0.406026667,0.157690661,0.4,0.666666667,0.133333333,5,0.228,0.132,0.312,0.328,BF
0.40112,0.167535057,0.403333333,0.666666667,0.133333333,5,0.268,0.152,0.224,0.356,BF
0.417653333,0.155599357,0.42,0.66,0.133333333,4.95,0.208,0.08,0.372,0.34,BF
0.41032,0.161139364,0.406666667,0.666666667,0.133333333,5,0.224,0.128,0.308,0.34,BF
0.414773333,0.153445821,0.406666667,0.666666667,0.133333333,5,0.192,0.112,0.388,0.308,BF
0.40904,0.158205756,0.413333333,0.666666667,0.14,4.761904762,0.22,0.128,0.308,0.344,BF
0.418346667,0.162588732,0.4,0.666666667,0.133333333,5,0.212,0.132,0.292,0.364,BF
0.403093333,0.159454769,0.406666667,0.666666667,0.133333333,5,0.244,0.18,0.256,0.32,BF
0.415973333,0.157945192,0.42,0.666666667,0.133333333,5,0.18,0.152,0.336,0.332,BF
0.405653333,0.159929828,0.393333333,0.666666667,0.133333333,5,0.22,0.136,0.336,0.308,BF
0.41344,0.162402718,0.423333333,0.666666667,0.133333333,5,0.22,0.152,0.276,0.352,BF
0.42712,0.156512553,0.443333333,0.666666667,0.133333333,5,0.18,0.12,0.344,0.356,BF
0.411226667,0.159158898,0.42,0.666666667,0.133333333,5,0.212,0.136,0.3,0.352,BF
0.418053333,0.156095649,0.42,0.666666667,0.133333333,5,0.208,0.132,0.304,0.356,BF
0.386773333,0.15541853,0.386666667,0.666666667,0.133333333,5,0.252,0.168,0.324,0.256,BF
0.41616,0.164185035,0.426666667,0.666666667,0.133333333,5,0.212,0.152,0.272,0.364,BF
0.402426667,0.158016417,0.386666667,0.666666667,0.133333333,5,0.228,0.112,0.348,0.312,BF
0.413946667,0.160164398,0.413333333,0.666666667,0.133333333,5,0.208,0.104,0.348,0.34,BF
0.415093333,0.163867022,0.433333333,0.666666667,0.133333333,5,0.228,0.128,0.276,0.368,BF
0.41672,0.156297228,0.423333333,0.666666667,0.133333333,5,0.2,0.12,0.316,0.364,BF
0.413173333,0.163824144,0.426666667,0.666666667,0.133333333,5,0.232,0.124,0.276,0.368,BF
0.417413333,0.149960199,0.42,0.666666667,0.133333333,5,0.188,0.14,0.364,0.308,BF
0.424853333,0.14393929,0.433333333,0.666666667,0.133333333,5,0.152,0.124,0.392,0.332,BF
0.421013333,0.164122604,0.416666667,0.666666667,0.133333333,5,0.22,0.1,0.312,0.368,BF
0.420853333,0.16368356,0.446666667,0.666666667,0.133333333,5,0.208,0.112,0.336,0.344,BF
0.41792,0.162774727,0.43,0.666666667,0.133333333,5,0.236,0.112,0.296,0.356,BF
0.417573333,0.161159274,0.42,0.666666667,0.133333333,5,0.2,0.124,0.316,0.36,BF
0.4108,0.15727425,0.406666667,0.666666667,0.133333333,5,0.204,0.14,0.34,0.316,BF
0.413493333,0.159200286,0.403333333,0.666666667,0.133333333,5,0.204,0.152,0.292,0.352,BF
0.400906667,0.158549525,0.386666667,0.666666667,0.14,4.761904762,0.228,0.144,0.336,0.292,BF
0.41592,0.162128504,0.426666667,0.66,0.133333333,4.95,0.224,0.092,0.336,0.348,BF
0.41344,0.159071343,0.42,0.666666667,0.133333333,5,0.228,0.128,0.28,0.364,BF
0.396933333,0.155789134,0.396666667,0.666666667,0.133333333,5,0.22,0.144,0.328,0.308,BF
0.412853333,0.16052719,0.406666667,0.666666667,0.133333333,5,0.212,0.124,0.324,0.34,BF
0.40592,0.144650166,0.4,0.666666667,0.133333333,5,0.2,0.112,0.408,0.28,BF
0.405493333,0.156962611,0.406666667,0.666666667,0.133333333,5,0.212,0.152,0.324,0.312,BF
0.42136,0.167524217,0.433333333,0.666666667,0.133333333,5,0.232,0.136,0.264,0.368,BF
0.43192,0.165276539,0.43,0.666666667,0.133333333,5,0.188,0.124,0.276,0.412,BF
0.41336,0.159189713,0.393333333,0.666666667,0.133333333,5,0.2,0.2,0.276,0.324,BF
0.424293333,0.152975729,0.433333333,0.666666667,0.133333333,5,0.172,0.112,0.368,0.348,BF
0.404853333,0.161901631,0.39,0.666666667,0.133333333,5,0.216,0.148,0.304,0.332,BF
0.407973333,0.164733309,0.4,0.666666667,0.133333333,5,0.22,0.144,0.296,0.34,BF
0.409973333,0.163418684,0.43,0.666666667,0.133333333,5,0.236,0.096,0.332,0.336,BF
0.41832,0.152833201,0.416666667,0.666666667,0.133333333,5,0.184,0.128,0.352,0.336,BF
0.404933333,0.164222561,0.413333333,0.666666667,0.133333333,5,0.24,0.144,0.264,0.352,BF
0.426266667,0.160948827,0.45,0.666666667,0.133333333,5,0.204,0.128,0.276,0.392,BF
0.429866667,0.148549675,0.426666667,0.666666667,0.133333333,5,0.16,0.112,0.368,0.36,BF
0.42176,0.162336013,0.416666667,0.666666667,0.133333333,5,0.2,0.148,0.292,0.36,BF
0.396746667,0.1643086,0.393333333,0.666666667,0.133333333,5,0.256,0.152,0.28,0.312,BF
0.4164,0.161648193,0.426666667,0.666666667,0.133333333,5,0.22,0.1,0.324,0.356,BF
0.413013333,0.152918608,0.426666667,0.66,0.146666667,4.5,0.204,0.112,0.344,0.34,BF
0.418586667,0.157678248,0.433333333,0.666666667,0.133333333,5,0.216,0.108,0.308,0.368,BF
0.42024,0.155174141,0.403333333,0.666666667,0.133333333,5,0.2,0.116,0.32,0.364,BF
0.41712,0.152767914,0.426666667,0.666666667,0.133333333,5,0.188,0.12,0.34,0.352,BF
0.388453333,0.162976029,0.383333333,0.666666667,0.133333333,5,0.276,0.128,0.308,0.288,BF
0.40984,0.166977678,0.423333333,0.666666667,0.133333333,5,0.248,0.128,0.276,0.348,BF
0.41416,0.160133342,0.42,0.66,0.133333333,4.95,0.232,0.056,0.364,0.348,BF
0.401066667,0.159247225,0.406666667,0.666666667,0.133333333,5,0.236,0.136,0.316,0.312,BF
0.436213333,0.154850963,0.453333333,0.666666667,0.133333333,5,0.192,0.084,0.332,0.392,BF
0.413413333,0.15422126,0.433333333,0.666666667,0.133333333,5,0.208,0.128,0.32,0.344,BF
0.413386667,0.154665642,0.423333333,0.666666667,0.133333333,5,0.2,0.14,0.336,0.324,BF
0.408373333,0.156825728,0.413333333,0.666666667,0.133333333,5,0.224,0.132,0.312,0.332,BF
0.386266667,0.164704433,0.38,0.666666667,0.133333333,5,0.288,0.132,0.28,0.3,BF
0.406133333,0.155378595,0.4,0.666666667,0.133333333,5,0.204,0.14,0.364,0.292,BF
0.413013333,0.16719297,0.423333333,0.666666667,0.133333333,5,0.236,0.132,0.268,0.364,BF
0.410773333,0.15488081,0.413333333,0.666666667,0.133333333,5,0.208,0.136,0.324,0.332,BF
0.40016,0.158633081,0.386666667,0.666666667,0.133333333,5,0.236,0.128,0.332,0.304,BF
0.4252,0.149901589,0.43,0.666666667,0.133333333,5,0.148,0.156,0.364,0.332,BF
0.420346667,0.157260303,0.413333333,0.666666667,0.133333333,5,0.18,0.148,0.308,0.364,BF
0.40936,0.154587269,0.416666667,0.666666667,0.133333333,5,0.216,0.148,0.336,0.3,BF
0.409333333,0.165465551,0.393333333,0.666666667,0.133333333,5,0.232,0.176,0.248,0.344,BF
0.418453333,0.161831631,0.436666667,0.666666667,0.133333333,5,0.248,0.056,0.348,0.348,BF
0.41544,0.158634308,0.423333333,0.666666667,0.14,4.761904762,0.216,0.144,0.288,0.352,BF
0.415573333,0.157033963,0.406666667,0.666666667,0.133333333,5,0.188,0.124,0.348,0.34,BF
0.398613333,0.156874415,0.4,0.666666667,0.14,4.761904762,0.24,0.108,0.352,0.3,BF
