mean,std,median,max,min,maxmin,small,medium,large,huge,Heuristic
0.336586667,0.0370979,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,BF
0.337413333,0.037516295,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.338506667,0.037411698,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.3368,0.038951909,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.33632,0.03823837,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.33424,0.037330312,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.33784,0.039057975,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.335013333,0.037705555,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.3372,0.037893908,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.334853333,0.037077542,0.333333333,0.4,0.266666667,1.5,0,0.544,0.456,0,BF
0.33568,0.03777626,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.337093333,0.039141789,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.333706667,0.037046749,0.333333333,0.4,0.266666667,1.5,0,0.544,0.456,0,BF
0.334586667,0.03923445,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.33472,0.03692119,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.338026667,0.039202437,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.337173333,0.03783771,0.34,0.4,0.266666667,1.5,0,0.468,0.532,0,BF
0.337253333,0.036024098,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.338693333,0.038087703,0.34,0.4,0.266666667,1.5,0,0.44,0.56,0,BF
0.332586667,0.037752249,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,BF
0.33688,0.036846326,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.338053333,0.037359725,0.34,0.4,0.266666667,1.5,0,0.468,0.532,0,BF
0.33728,0.038174273,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.336373333,0.036884508,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.33672,0.03661365,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.337866667,0.036506037,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.33808,0.040034042,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.33792,0.036587267,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,BF
0.33856,0.038281552,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.334426667,0.036053102,0.333333333,0.4,0.266666667,1.5,0,0.536,0.464,0,BF
0.335973333,0.037225979,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,BF
0.338586667,0.039165239,0.34,0.4,0.266666667,1.5,0,0.464,0.536,0,BF
0.3352,0.03677397,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.335013333,0.035896435,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,BF
0.334986667,0.037275879,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.340106667,0.039708748,0.346666667,0.4,0.266666667,1.5,0,0.456,0.544,0,BF
0.34336,0.041075449,0.346666667,0.4,0.266666667,1.5,0,0.412,0.588,0,BF
0.333893333,0.036085169,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,BF
0.33552,0.035486305,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.333093333,0.0374861,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.33864,0.037419188,0.34,0.4,0.266666667,1.5,0,0.444,0.556,0,BF
0.336773333,0.037136304,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.336773333,0.038360967,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.33544,0.035644223,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.336773333,0.037456948,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.336373333,0.036632005,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.336026667,0.036754054,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.336613333,0.035805224,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.337226667,0.036098769,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.335626667,0.035252429,0.34,0.4,0.266666667,1.5,0,0.468,0.532,0,BF
0.33784,0.03833844,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.3388,0.037534218,0.34,0.4,0.266666667,1.5,0,0.468,0.532,0,BF
0.336986667,0.037043636,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.335733333,0.037119872,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.337093333,0.035517406,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.334693333,0.036369358,0.333333333,0.4,0.266666667,1.5,0,0.54,0.46,0,BF
0.336373333,0.036284404,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.33704,0.038503269,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.333653333,0.037421163,0.333333333,0.4,0.266666667,1.5,0,0.544,0.456,0,BF
0.336613333,0.038314521,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.33688,0.038411669,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.33568,0.038189794,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.334906667,0.037257803,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.336293333,0.037216196,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.336906667,0.035844316,0.34,0.4,0.266666667,1.5,0,0.436,0.564,0,BF
0.33832,0.039495082,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.336453333,0.036603314,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.33776,0.035937811,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.336053333,0.038286326,0.34,0.4,0.266666667,1.5,0,0.46,0.54,0,BF
0.333866667,0.034276874,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.336213333,0.03798904,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.336666667,0.036329839,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.334906667,0.036571194,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.336,0.038758051,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.3384,0.038493728,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.33496,0.035503935,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.336906667,0.037518226,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.336826667,0.036652318,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.334986667,0.038062454,0.333333333,0.4,0.266666667,1.5,0,0.54,0.46,0,BF
0.33712,0.037420972,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.33584,0.03495814,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.334773333,0.034906226,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.336293333,0.036854735,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.336853333,0.037660983,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.33688,0.037783866,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.335226667,0.035450403,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.33824,0.03659437,0.34,0.4,0.266666667,1.5,0,0.46,0.54,0,BF
0.337146667,0.03804036,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.337466667,0.040516302,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.33552,0.037927345,0.333333333,0.4,0.266666667,1.5,0,0.532,0.468,0,BF
0.338426667,0.037410792,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.337173333,0.038645186,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.338186667,0.038825929,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.338906667,0.038905774,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.335733333,0.036669952,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.33584,0.038718093,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.340373333,0.038543811,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.33712,0.037506731,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.336693333,0.035889901,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.336586667,0.036559937,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.338266667,0.03701996,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.338266667,0.036947567,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.335973333,0.037617099,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.337973333,0.038533807,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.336933333,0.036436787,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.34048,0.039322019,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.334853333,0.037250443,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.334746667,0.037355138,0.333333333,0.4,0.266666667,1.5,0,0.536,0.464,0,BF
0.339973333,0.036857834,0.34,0.4,0.266666667,1.5,0,0.436,0.564,0,BF
0.3404,0.038541227,0.34,0.4,0.266666667,1.5,0,0.464,0.536,0,BF
0.3404,0.040209403,0.34,0.4,0.266666667,1.5,0,0.46,0.54,0,BF
0.339173333,0.039200297,0.34,0.4,0.266666667,1.5,0,0.464,0.536,0,BF
0.334693333,0.036842334,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.338426667,0.039327402,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.335466667,0.036255822,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.336746667,0.039016156,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.336826667,0.035904469,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.33424,0.034750018,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.333946667,0.036920465,0.333333333,0.4,0.266666667,1.5,0,0.544,0.456,0,BF
0.336666667,0.038657756,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.337066667,0.036946359,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.33608,0.037203839,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.335413333,0.03714406,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.33672,0.037798602,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.334666667,0.03679726,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.33752,0.036589072,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.336346667,0.037726378,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.337146667,0.036576386,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.333306667,0.036527046,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,BF
0.334906667,0.036050131,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,BF
0.334933333,0.037919099,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.337146667,0.037181379,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.336186667,0.035127622,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.334746667,0.038614478,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,BF
0.339013333,0.037989463,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.3364,0.036220604,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.33656,0.036967697,0.34,0.4,0.266666667,1.5,0,0.464,0.536,0,BF
0.338693333,0.037918619,0.34,0.4,0.266666667,1.5,0,0.452,0.548,0,BF
0.336053333,0.038731294,0.333333333,0.4,0.266666667,1.5,0,0.54,0.46,0,BF
0.33488,0.038066955,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.337253333,0.039130587,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.335146667,0.037545163,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,BF
0.335573333,0.038074532,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.33512,0.035400542,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.339146667,0.03934743,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.337146667,0.039962508,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.33664,0.03952077,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.338506667,0.038715327,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.336053333,0.037916237,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,BF
0.336773333,0.03809951,0.34,0.4,0.266666667,1.5,0,0.468,0.532,0,BF
0.33968,0.040203463,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.334506667,0.036132178,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.33856,0.038666611,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.33688,0.037546922,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.335706667,0.036174292,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.337653333,0.038792631,0.34,0.4,0.266666667,1.5,0,0.468,0.532,0,BF
0.336106667,0.035885524,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,BF
0.33816,0.035997808,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.33744,0.037672432,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.334373333,0.035243568,0.333333333,0.4,0.266666667,1.5,0,0.54,0.46,0,BF
0.337653333,0.038645112,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.338506667,0.038316785,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.3348,0.037624463,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.337146667,0.038012197,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,BF
0.3368,0.03652559,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.337146667,0.038571558,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,BF
0.335333333,0.037614024,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.33664,0.03751423,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
0.33784,0.037992357,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.334773333,0.034880649,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.33536,0.0373196,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.338533333,0.040295428,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.338106667,0.040840863,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.337653333,0.037889489,0.333333333,0.4,0.266666667,1.5,0,0.504,0.496,0,BF
0.33952,0.04162411,0.343333333,0.4,0.266666667,1.5,0,0.46,0.54,0,BF
0.335573333,0.036883927,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.338186667,0.036888108,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.3328,0.037637506,0.333333333,0.4,0.266666667,1.5,0,0.52,0.48,0,BF
0.336266667,0.036214444,0.333333333,0.4,0.266666667,1.5,0,0.528,0.472,0,BF
0.336346667,0.037120651,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.338133333,0.038150925,0.34,0.4,0.266666667,1.5,0,0.488,0.512,0,BF
0.336133333,0.037761789,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.335306667,0.037019951,0.333333333,0.4,0.266666667,1.5,0,0.524,0.476,0,BF
0.3372,0.038301512,0.34,0.4,0.266666667,1.5,0,0.476,0.524,0,BF
0.340426667,0.040246842,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.336426667,0.038009783,0.34,0.4,0.266666667,1.5,0,0.468,0.532,0,BF
0.338,0.036324926,0.34,0.4,0.266666667,1.5,0,0.468,0.532,0,BF
0.336826667,0.036554791,0.34,0.4,0.266666667,1.5,0,0.496,0.504,0,BF
0.337733333,0.038513429,0.34,0.4,0.266666667,1.5,0,0.464,0.536,0,BF
0.335146667,0.03811138,0.333333333,0.4,0.266666667,1.5,0,0.512,0.488,0,BF
0.335573333,0.036903279,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.338373333,0.038304345,0.333333333,0.4,0.266666667,1.5,0,0.516,0.484,0,BF
0.33808,0.038543922,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.33592,0.03767771,0.34,0.4,0.266666667,1.5,0,0.492,0.508,0,BF
0.336826667,0.036525482,0.34,0.4,0.266666667,1.5,0,0.484,0.516,0,BF
0.337066667,0.040451711,0.34,0.4,0.266666667,1.5,0,0.48,0.52,0,BF
0.33832,0.037847304,0.34,0.4,0.266666667,1.5,0,0.472,0.528,0,BF
0.33792,0.037196882,0.333333333,0.4,0.266666667,1.5,0,0.508,0.492,0,BF
