mean,std,median,max,min,maxmin,small,medium,large,huge,target
0.335777778,0.034796281,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.335722222,0.034568659,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.339555556,0.039688171,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.341722222,0.041290986,0.346666667,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.335111111,0.037531023,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.334888889,0.038831998,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.336611111,0.036667897,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.336222222,0.038270094,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.333222222,0.036185881,0.333333333,0.393333333,0.266666667,1.475,0,0.516666667,0.483333333,0,BF
0.336111111,0.035462355,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.338888889,0.039363122,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.336166667,0.036928401,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.337888889,0.036951866,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.336055556,0.038578823,0.34,0.4,0.273333333,1.463414634,0,0.483333333,0.516666667,0,BF
0.336388889,0.036267456,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.339111111,0.039737076,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.339833333,0.037983362,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.334833333,0.03410822,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0,BF
0.3355,0.038527156,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.336444444,0.03693114,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.335944444,0.039457534,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.336222222,0.038600478,0.333333333,0.4,0.266666667,1.5,0,0.55,0.45,0,BF
0.334833333,0.036242389,0.326666667,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0,BF
0.335444444,0.035822817,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.338166667,0.040362156,0.34,0.4,0.266666667,1.5,0,0.425,0.575,0,BF
0.3395,0.037674338,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.338611111,0.038660058,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.333333333,0.03462484,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.336666667,0.04110518,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.335277778,0.037447962,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.336111111,0.039431851,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.335333333,0.036796054,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.339777778,0.039943315,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.336166667,0.037945979,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.333222222,0.038106278,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.333444444,0.033249006,0.333333333,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0,BF
0.339666667,0.036091491,0.343333333,0.4,0.266666667,1.5,0,0.45,0.55,0,BF
0.339666667,0.041869032,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.336055556,0.038820094,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.335611111,0.037647893,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.334055556,0.036059872,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0,BF
0.334666667,0.037559539,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.333333333,0.03582299,0.346666667,0.4,0.266666667,1.5,0,0.433333333,0.566666667,0,BF
0.339777778,0.039359326,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.336222222,0.037009937,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.335944444,0.036884212,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.338888889,0.038480313,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.335611111,0.036886237,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.336666667,0.038126038,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.335444444,0.036514667,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.333222222,0.034223229,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.338111111,0.03757528,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.339666667,0.03883312,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.337888889,0.036041094,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.335277778,0.032835451,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.336222222,0.03624518,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.342888889,0.03818216,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.331833333,0.036855511,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.3385,0.03842329,0.34,0.4,0.266666667,1.5,0,0.433333333,0.566666667,0,BF
0.335611111,0.037088189,0.33,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.335333333,0.036016388,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.336388889,0.036829492,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.342111111,0.036061814,0.34,0.4,0.266666667,1.5,0,0.425,0.575,0,BF
0.337555556,0.036657074,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.336055556,0.036489215,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.335944444,0.034714208,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.335888889,0.036475778,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.335444444,0.038096475,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.339277778,0.040342102,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.336333333,0.03739261,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.336611111,0.037603224,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.335722222,0.037451951,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0,BF
0.335777778,0.034849907,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0,BF
0.334555556,0.036616807,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.343333333,0.038844179,0.343333333,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0,BF
0.335555556,0.034918428,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.337277778,0.037047887,0.343333333,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0,BF
0.34,0.040177013,0.346666667,0.4,0.266666667,1.5,0,0.416666667,0.583333333,0,BF
0.333277778,0.034866648,0.34,0.393333333,0.266666667,1.475,0,0.491666667,0.508333333,0,BF
0.336611111,0.037503771,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.335611111,0.039364663,0.326666667,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.336555556,0.03900713,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.335666667,0.038531881,0.34,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0,BF
0.336444444,0.041059119,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.335833333,0.035425254,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.335833333,0.034819127,0.34,0.393333333,0.266666667,1.475,0,0.483333333,0.516666667,0,BF
0.336611111,0.037623084,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.335444444,0.035170475,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.336166667,0.036285644,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.336611111,0.038477038,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.342722222,0.03923161,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.334333333,0.032826966,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.333333333,0.036350817,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.336611111,0.035728992,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.335944444,0.039315296,0.333333333,0.4,0.266666667,1.5,0,0.55,0.45,0,BF
0.334111111,0.036618847,0.333333333,0.4,0.266666667,1.5,0,0.583333333,0.416666667,0,BF
0.3385,0.037027383,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.3385,0.037508418,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.335666667,0.036552151,0.326666667,0.4,0.266666667,1.5,0,0.558333333,0.441666667,0,BF
0.339055556,0.038528448,0.34,0.4,0.266666667,1.5,0,0.45,0.55,0,BF
0.338944444,0.037253976,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.335611111,0.034630188,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.336388889,0.037721232,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.339611111,0.036619994,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.338777778,0.037052801,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.335722222,0.037947291,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.336166667,0.037290717,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0,BF
0.3335,0.036926378,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.335333333,0.038492605,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.336611111,0.041068782,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.338777778,0.038399184,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.342944444,0.042161894,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.335666667,0.033945637,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.335444444,0.037183607,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.336055556,0.036977252,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.338,0.038984303,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.336166667,0.037778286,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.336333333,0.036625646,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.335,0.034302439,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.333277778,0.03274547,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.334555556,0.037632885,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.335388889,0.036317881,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.333222222,0.034255952,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.335666667,0.037260533,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.337666667,0.036776256,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.343,0.03832974,0.346666667,0.4,0.266666667,1.5,0,0.45,0.55,0,BF
0.335333333,0.036057843,0.333333333,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0,BF
0.335666667,0.037500327,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.333666667,0.03564374,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.339444444,0.038151336,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.335888889,0.040961218,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.336055556,0.034694837,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.335611111,0.036366182,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.334888889,0.037946676,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.3365,0.039596117,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.336222222,0.036999844,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.34,0.038321457,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.3395,0.039908041,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.335555556,0.035227242,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.339277778,0.036919635,0.34,0.4,0.266666667,1.5,0,0.45,0.55,0,BF
0.339555556,0.039631669,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.338555556,0.035320946,0.34,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0,BF
0.335666667,0.036826999,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.3415,0.039817159,0.346666667,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.339055556,0.036137468,0.34,0.4,0.266666667,1.5,0,0.45,0.55,0,BF
0.334944444,0.037294055,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.3365,0.03740372,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.336388889,0.038085812,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.335666667,0.036988907,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.333944444,0.037243949,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.337388889,0.035919776,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.338666667,0.041445407,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.336277778,0.037541594,0.34,0.4,0.273333333,1.463414634,0,0.475,0.525,0,BF
0.339666667,0.039679858,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.339888889,0.039388257,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.333333333,0.034299717,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.337055556,0.036879148,0.34,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0,BF
0.336,0.038684242,0.34,0.4,0.266666667,1.5,0,0.425,0.575,0,BF
0.339833333,0.038568818,0.34,0.4,0.266666667,1.5,0,0.45,0.55,0,BF
0.337722222,0.038101499,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.334833333,0.036304167,0.333333333,0.4,0.273333333,1.463414634,0,0.525,0.475,0,BF
0.335666667,0.038522187,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.336111111,0.035849914,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.335944444,0.036085756,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.337666667,0.036541932,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.336611111,0.03949254,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.335611111,0.03493086,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.336333333,0.035306845,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.3375,0.039141702,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.336055556,0.037993521,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.334944444,0.038767143,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.338666667,0.034717481,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.342055556,0.03609093,0.343333333,0.4,0.266666667,1.5,0,0.425,0.575,0,BF
0.335055556,0.039516176,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.334555556,0.038564177,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.333222222,0.036982175,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.3335,0.038228391,0.33,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.333333333,0.035266095,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.339722222,0.039087594,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.335611111,0.037924647,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.336222222,0.035178439,0.333333333,0.4,0.266666667,1.5,0,0.558333333,0.441666667,0,BF
0.335555556,0.036282256,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.335555556,0.03404104,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.339222222,0.038059203,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.335444444,0.035540204,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.335944444,0.035364405,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.333277778,0.032676964,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.336388889,0.037031753,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.335166667,0.033147521,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.333166667,0.037478534,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.334944444,0.037324087,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.335888889,0.036239512,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.337833333,0.038749477,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.333111111,0.034678013,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.336666667,0.0379493,0.34,0.4,0.266666667,1.5,0,0.425,0.575,0,BF
0.337444444,0.039983034,0.333333333,0.4,0.266666667,1.5,0,0.575,0.425,0,BF
0.335777778,0.033750148,0.336666667,0.393333333,0.266666667,1.475,0,0.5,0.5,0,BF
0.335388889,0.037789488,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.338277778,0.036170525,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.335444444,0.036575985,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.336555556,0.039746943,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.339444444,0.038336885,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.334944444,0.037433996,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.336444444,0.038901185,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.335777778,0.037987991,0.346666667,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0,BF
0.335388889,0.037362092,0.333333333,0.4,0.266666667,1.5,0,0.558333333,0.441666667,0,BF
0.334944444,0.037324087,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0,BF
0.333333333,0.034882757,0.333333333,0.4,0.266666667,1.5,0,0.583333333,0.416666667,0,BF
0.3365,0.038467006,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.334666667,0.035943726,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.335444444,0.035350541,0.333333333,0.4,0.266666667,1.5,0,0.55,0.45,0,BF
0.339166667,0.038307445,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.333277778,0.031489578,0.333333333,0.4,0.266666667,1.5,0,0.558333333,0.441666667,0,BF
0.339444444,0.038628043,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.3355,0.039389956,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.335777778,0.036350132,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.335666667,0.036419078,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.336277778,0.037611169,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.335666667,0.035871438,0.34,0.4,0.273333333,1.463414634,0,0.466666667,0.533333333,0,BF
0.340666667,0.03926876,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.3325,0.036846389,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.339555556,0.039857199,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.336111111,0.035974712,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.334,0.035544583,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.335944444,0.032970528,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0,BF
0.3355,0.03437762,0.34,0.393333333,0.266666667,1.475,0,0.475,0.525,0,BF
0.339222222,0.037951105,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.338833333,0.03639869,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.338888889,0.038577249,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.339222222,0.039009045,0.343333333,0.4,0.266666667,1.5,0,0.45,0.55,0,BF
0.335944444,0.03810934,0.333333333,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0,BF
0.336611111,0.037900019,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.343333333,0.040968663,0.343333333,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0,BF
0.335888889,0.036771516,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.335777778,0.035518655,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.335666667,0.036867542,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.334944444,0.035999749,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.335833333,0.037841504,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0,BF
0.3375,0.035467401,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0,BF
0.336277778,0.040165817,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.337555556,0.037363467,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.334,0.034499489,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.335611111,0.040698806,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.336333333,0.037222424,0.34,0.4,0.266666667,1.5,0,0.458333333,0.541666667,0,BF
0.338722222,0.03965581,0.346666667,0.4,0.266666667,1.5,0,0.425,0.575,0,BF
0.334777778,0.035814475,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.333222222,0.037593167,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0,BF
0.336277778,0.036235518,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.337111111,0.037511115,0.34,0.4,0.266666667,1.5,0,0.441666667,0.558333333,0,BF
0.338888889,0.03957131,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.3345,0.034545603,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.334055556,0.034503774,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.335944444,0.035888569,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
0.336277778,0.037201807,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0,BF
0.334944444,0.036463617,0.326666667,0.4,0.266666667,1.5,0,0.558333333,0.441666667,0,BF
0.335166667,0.038737909,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0,BF
0.336055556,0.035640029,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0,BF
0.335611111,0.036611834,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0,BF
0.336055556,0.03677469,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0,BF
0.335,0.036762035,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0,BF
